"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Coleman County, TX"	"48083"	1338	85066	1572.9	1004.7	947.8	1061.6
	"Collin County, TX"	"48085"	39392	9032419	436.1	585.7	579.7	591.7
	"Collingsworth County, TX"	"48087"	384	30230	1270.3	965.5	866.1	1064.8
	"Colorado County, TX"	"48089"	2627	209688	1252.8	817.5	784.7	850.2
	"Comal County, TX"	"48091"	11193	1286420	870.1	717.3	703.7	730.9
	"Comanche County, TX"	"48093"	1756	136459	1286.8	834.3	793.3	875.2
	"Concho County, TX"	"48095"	332	38350	865.7	685.4	611.1	759.7
	"Cooke County, TX"	"48097"	4098	392970	1042.8	823.0	797.3	848.8
	"Coryell County, TX"	"48099"	4537	756742	599.5	848.3	822.9	873.8
	"Cottle County, TX"	"48101"	239	14359	1664.5	1027.2	888.4	1166.1
	"Crane County, TX"	"48103"	390	47252	825.4	862.9	776.3	949.5
	"Crockett County, TX"	"48105"	369	36715	1005.0	881.0	789.6	972.5
	"Crosby County, TX"	"48107"	712	59551	1195.6	908.6	840.1	977.1
	"Culberson County, TX"	"48109"	184	22654	812.2	628.0	534.8	721.2
	"Dallam County, TX"	"48111"	451	70629	638.5	791.0	715.5	866.4
	"Dallas County, TX"	"48113"	155308	25256770	614.9	743.0	739.2	746.7
	"Dawson County, TX"	"48115"	1354	133197	1016.5	903.8	855.2	952.4
	"Deaf Smith County, TX"	"48117"	1490	190623	781.6	788.8	748.2	829.3
	"Delta County, TX"	"48119"	745	52658	1414.8	997.7	923.5	1071.8
	"Denton County, TX"	"48121"	33607	7707759	436.0	632.2	625.1	639.3
	"DeWitt County, TX"	"48123"	2592	204239	1269.1	859.1	825.0	893.2
	"Dickens County, TX"	"48125"	281	22737	1235.9	817.6	719.0	916.2
	"Dimmit County, TX"	"48127"	916	105185	870.8	752.4	702.8	802.0
	"Donley County, TX"	"48129"	515	34803	1479.8	961.1	872.9	1049.2
	"Duval County, TX"	"48131"	1279	114799	1114.1	926.1	874.4	977.9
	"Eastland County, TX"	"48133"	2582	183596	1406.3	935.0	897.4	972.5
	"Ector County, TX"	"48135"	11976	1527180	784.2	964.4	946.8	981.9
	"Edwards County, TX"	"48137"	233	19317	1206.2	755.1	650.8	859.4
	"Ellis County, TX"	"48139"	11771	1641638	717.0	801.5	786.6	816.3
	"El Paso County, TX"	"48141"	51763	8303957	623.4	675.1	669.2	680.9
	"Erath County, TX"	"48143"	3207	405176	791.5	760.9	734.2	787.6
	"Falls County, TX"	"48145"	1887	174386	1082.1	831.3	793.3	869.3
	"Fannin County, TX"	"48147"	4270	342085	1248.2	945.0	916.2	973.9
	"Fayette County, TX"	"48149"	3107	249861	1243.5	704.8	678.3	731.4
	"Fisher County, TX"	"48151"	496	38649	1283.3	789.0	714.9	863.1
	"Floyd County, TX"	"48153"	659	60608	1087.3	785.8	723.9	847.8
	"Foard County, TX"	"48155"	214	12516	1709.8	975.9	831.1	1120.8
	"Fort Bend County, TX"	"48157"	29315	6979029	420.0	562.3	555.5	569.0
	"Franklin County, TX"	"48159"	1186	106572	1112.9	796.4	749.6	843.3
	"Freestone County, TX"	"48161"	2168	196888	1101.1	826.8	791.2	862.4
	"Frio County, TX"	"48163"	1356	186386	727.5	802.9	759.8	846.0
	"Gaines County, TX"	"48165"	1160	195848	592.3	774.9	729.7	820.2
	"Galveston County, TX"	"48167"	25768	3175241	811.5	799.2	789.3	809.2
	"Garza County, TX"	"48169"	508	64379	789.1	848.1	773.6	922.7
	"Gillespie County, TX"	"48171"	3477	258903	1343.0	642.0	618.1	666.0
	"Glasscock County, TX"	"48173"	61	13052	467.4	539.6	404.2	705.8
	"Goliad County, TX"	"48175"	795	74670	1064.7	713.3	661.2	765.5
	"Gonzales County, TX"	"48177"	2028	204535	991.5	827.6	791.0	864.2
	"Gray County, TX"	"48179"	2669	226475	1178.5	975.5	938.1	1012.9
	"Grayson County, TX"	"48181"	14121	1265163	1116.1	899.7	884.6	914.8
	"Gregg County, TX"	"48183"	12873	1232569	1044.4	916.1	900.1	932.1
	"Grimes County, TX"	"48185"	2812	274810	1023.3	866.5	833.8	899.3
	"Guadalupe County, TX"	"48187"	10189	1494278	681.9	689.3	675.8	702.8
	"Hale County, TX"	"48189"	3070	349633	878.1	859.4	828.8	890.0
	"Hall County, TX"	"48191"	483	31748	1521.4	922.2	835.5	1009.0
	"Hamilton County, TX"	"48193"	1368	83635	1635.7	925.0	871.0	979.1
	"Hansford County, TX"	"48195"	516	55232	934.2	831.3	759.0	903.7
	"Hardeman County, TX"	"48197"	468	39936	1171.9	804.9	729.0	880.9
	"Hardin County, TX"	"48199"	5726	560244	1022.1	906.8	883.0	930.7
	"Harris County, TX"	"48201"	248510	44498156	558.5	711.4	708.5	714.3
	"Harrison County, TX"	"48203"	6437	666819	965.3	852.6	831.4	873.8
	"Hartley County, TX"	"48205"	419	59192	707.9	602.8	544.6	661.1
	"Haskell County, TX"	"48207"	819	58068	1410.4	876.1	812.6	939.6
	"Hays County, TX"	"48209"	9750	1917714	508.4	671.2	657.4	684.9
	"Hemphill County, TX"	"48211"	344	40256	854.5	804.0	717.8	890.1
	"Henderson County, TX"	"48213"	10507	799963	1313.4	931.4	912.9	949.9
	"Hidalgo County, TX"	"48215"	41452	8313654	498.6	597.4	591.6	603.1
	"Hill County, TX"	"48217"	4282	354054	1209.4	860.5	833.9	887.2
	"Hockley County, TX"	"48219"	2096	231803	904.2	867.7	830.1	905.2
	"Hood County, TX"	"48221"	6739	554455	1215.4	763.9	744.7	783.1
	"Hopkins County, TX"	"48223"	3925	360500	1088.8	867.3	839.7	894.9
	"Houston County, TX"	"48225"	2956	230726	1281.2	850.0	818.4	881.7
	"Howard County, TX"	"48227"	3775	361417	1044.5	996.9	964.8	1028.9
	"Hudspeth County, TX"	"48229"	214	38286	559.0	500.2	432.0	568.4
	"Hunt County, TX"	"48231"	9095	906156	1003.7	889.8	871.3	908.4
	"Hutchinson County, TX"	"48233"	2490	216552	1149.8	975.2	936.3	1014.0
	"Irion County, TX"	"48235"	141	15663	900.2	662.8	550.0	775.7
	"Jack County, TX"	"48237"	925	89106	1038.1	896.0	837.6	954.5
	"Jackson County, TX"	"48239"	1546	145816	1060.2	820.2	778.5	861.9
	"Jasper County, TX"	"48241"	4210	357246	1178.5	924.2	895.5	952.8
	"Jeff Davis County, TX"	"48243"	195	22556	864.5	453.6	381.3	526.0
	"Jefferson County, TX"	"48245"	24630	2533333	972.2	881.7	870.5	892.8
	"Jim Hogg County, TX"	"48247"	514	52310	982.6	959.0	873.8	1044.3
	"Jim Wells County, TX"	"48249"	4033	411670	979.7	915.5	887.0	944.1
	"Johnson County, TX"	"48251"	13418	1607015	835.0	860.4	845.6	875.3
	"Jones County, TX"	"48253"	1901	199978	950.6	842.8	804.5	881.0
	"Karnes County, TX"	"48255"	1501	151657	989.7	865.0	820.9	909.1
	"Kaufman County, TX"	"48257"	9085	1155964	785.9	891.8	873.0	910.6
	"Kendall County, TX"	"48259"	3474	400815	866.7	633.5	611.8	655.2
	"Kenedy County, TX"	"48261"	34	4170	815.3	723.3	494.7	1021.1
	"Kent County, TX"	"48263"	119	7848	1516.3	686.9	556.7	817.0
	"Kerr County, TX"	"48265"	7161	508893	1407.2	761.1	741.9	780.4
	"Kimble County, TX"	"48267"	594	44638	1330.7	770.5	703.2	837.7
	"King County, TX"	"48269"	17	2780	Unreliable	Unreliable	298.5	848.0
	"Kinney County, TX"	"48271"	376	36261	1036.9	624.6	558.0	691.2
	"Kleberg County, TX"	"48273"	2630	317017	829.6	884.1	849.9	918.3
	"Knox County, TX"	"48275"	542	37584	1442.1	936.5	854.1	1018.9
	"Lamar County, TX"	"48277"	6119	497032	1231.1	945.7	921.4	969.9
	"Lamb County, TX"	"48279"	1543	135422	1139.4	906.2	860.3	952.2
	"Lampasas County, TX"	"48281"	2106	205085	1026.9	783.1	748.9	817.2
	"La Salle County, TX"	"48283"	558	73718	756.9	802.0	734.7	869.3
	"Lavaca County, TX"	"48285"	2508	197351	1270.8	750.3	719.1	781.6
	"Lee County, TX"	"48287"	1678	168768	994.3	776.7	738.8	814.6
	"Leon County, TX"	"48289"	2159	170425	1266.8	851.7	813.6	889.8
	"Liberty County, TX"	"48291"	7744	803002	964.4	1013.1	990.0	1036.3
	"Limestone County, TX"	"48293"	2720	234724	1158.8	908.2	873.2	943.1
	"Lipscomb County, TX"	"48295"	284	34169	831.2	672.8	593.2	752.3
	"Live Oak County, TX"	"48297"	1205	119432	1008.9	725.8	683.6	768.0
	"Llano County, TX"	"48299"	3118	201330	1548.7	744.9	713.7	776.1
	"Lubbock County, TX"	"48303"	24181	2957595	817.6	866.6	855.5	877.6
	"Lynn County, TX"	"48305"	577	58202	991.4	820.1	752.3	888.0
	"McCulloch County, TX"	"48307"	1095	81856	1337.7	873.9	819.7	928.1
	"McLennan County, TX"	"48309"	21086	2453193	859.5	799.6	788.7	810.6
	"McMullen County, TX"	"48311"	79	7586	1041.4	618.5	483.9	778.9
	"Madison County, TX"	"48313"	1337	139710	957.0	865.1	818.3	912.0
	"Marion County, TX"	"48315"	1628	101914	1597.4	1020.0	967.1	1072.8
	"Martin County, TX"	"48317"	448	54036	829.1	893.9	810.2	977.6
	"Mason County, TX"	"48319"	471	41117	1145.5	647.4	582.7	712.0
	"Matagorda County, TX"	"48321"	3817	367161	1039.6	884.3	855.7	912.9
	"Maverick County, TX"	"48323"	3751	568797	659.5	757.0	732.5	781.4
	"Medina County, TX"	"48325"	4117	484702	849.4	741.3	718.3	764.3
	"Menard County, TX"	"48327"	350	21729	1610.8	823.9	722.3	925.6
	"Midland County, TX"	"48329"	10682	1569224	680.7	752.8	738.3	767.3
	"Milam County, TX"	"48331"	2919	246427	1184.5	841.4	809.8	873.0
	"Mills County, TX"	"48333"	697	48911	1425.0	772.6	710.4	834.8
	"Mitchell County, TX"	"48335"	957	89588	1068.2	994.8	931.4	1058.1
	"Montague County, TX"	"48337"	2754	195542	1408.4	962.3	925.0	999.6
	"Montgomery County, TX"	"48339"	34683	5293623	655.2	719.6	711.8	727.3
	"Moore County, TX"	"48341"	1466	219357	668.3	793.1	752.1	834.2
	"Morris County, TX"	"48343"	1743	126449	1378.4	955.2	908.3	1002.0
	"Motley County, TX"	"48345"	180	11963	1504.6	793.1	666.1	920.2
	"Nacogdoches County, TX"	"48347"	5726	654620	874.7	870.5	847.6	893.5
	"Navarro County, TX"	"48349"	5219	485226	1075.6	909.0	884.0	934.1
	"Newton County, TX"	"48351"	1613	140659	1146.7	905.9	860.4	951.4
	"Nolan County, TX"	"48353"	1849	149874	1233.7	965.9	920.7	1011.0
	"Nueces County, TX"	"48355"	28531	3546368	804.5	765.6	756.7	774.6
	"Ochiltree County, TX"	"48357"	800	103954	769.6	916.1	851.8	980.5
	"Oldham County, TX"	"48359"	159	20860	762.2	748.7	630.5	866.9
	"Orange County, TX"	"48361"	9559	834930	1144.9	997.6	977.4	1017.9
	"Palo Pinto County, TX"	"48363"	3203	282649	1133.2	896.6	864.7	928.4
	"Panola County, TX"	"48365"	2749	236356	1163.1	951.9	915.6	988.2
	"Parker County, TX"	"48367"	10659	1269792	839.4	799.5	784.0	815.0
	"Parmer County, TX"	"48369"	773	99493	776.9	761.4	707.4	815.4
	"Pecos County, TX"	"48371"	1177	157735	746.2	769.1	724.7	813.5
	"Polk County, TX"	"48373"	6418	474097	1353.7	1110.6	1082.2	1138.9
	"Potter County, TX"	"48375"	12090	1209136	999.9	1022.6	1004.2	1041.1
	"Presidio County, TX"	"48377"	446	71923	620.1	417.2	376.3	458.0
	"Rains County, TX"	"48379"	1403	113923	1231.5	837.3	790.9	883.7
	"Randall County, TX"	"48381"	10180	1295048	786.1	759.8	744.9	774.7
	"Reagan County, TX"	"48383"	268	36288	738.5	864.7	759.0	970.4
	"Real County, TX"	"48385"	523	33880	1543.7	922.2	834.0	1010.4
	"Red River County, TX"	"48387"	1836	124262	1477.5	931.5	886.5	976.6
	"Reeves County, TX"	"48389"	1092	146257	746.6	770.8	725.0	816.6
	"Refugio County, TX"	"48391"	956	72354	1321.3	904.7	845.0	964.4
	"Roberts County, TX"	"48393"	95	8885	1069.2	908.9	729.9	1118.5
	"Robertson County, TX"	"48395"	1891	167864	1126.5	853.7	814.1	893.3
	"Rockwall County, TX"	"48397"	5541	902901	613.7	689.2	670.8	707.7
	"Runnels County, TX"	"48399"	1394	103962	1340.9	879.8	831.9	927.8
	"Rusk County, TX"	"48401"	5479	536151	1021.9	870.5	847.1	893.8
	"Sabine County, TX"	"48403"	1727	104981	1645.1	934.6	885.1	984.1
	"San Augustine County, TX"	"48405"	1376	85451	1610.3	969.4	913.2	1025.6
	"San Jacinto County, TX"	"48407"	3073	275234	1116.5	843.1	811.8	874.3
	"San Patricio County, TX"	"48409"	6263	664032	943.2	896.8	874.3	919.2
	"San Saba County, TX"	"48411"	692	59703	1159.1	741.2	682.8	799.5
	"Schleicher County, TX"	"48413"	272	31358	867.4	842.0	738.3	945.7
	"Scurry County, TX"	"48415"	1691	171163	987.9	863.6	822.0	905.1
	"Shackelford County, TX"	"48417"	323	33281	970.5	694.3	616.5	772.0
	"Shelby County, TX"	"48419"	2968	255732	1160.6	982.0	946.1	1017.8
	"Sherman County, TX"	"48421"	281	30632	917.3	802.8	707.8	897.7
	"Smith County, TX"	"48423"	20478	2211763	925.9	785.7	774.8	796.6
	"Somervell County, TX"	"48425"	873	87394	998.9	771.6	719.2	824.0
	"Starr County, TX"	"48427"	4023	630745	637.8	740.8	717.8	763.8
	"Stephens County, TX"	"48429"	1158	94776	1221.8	871.8	820.2	923.5
	"Sterling County, TX"	"48431"	131	12666	1034.3	811.2	668.4	954.1
	"Stonewall County, TX"	"48433"	223	14208	1569.5	846.0	721.4	970.5
	"Sutton County, TX"	"48435"	329	39146	840.4	683.6	608.8	758.4
	"Swisher County, TX"	"48437"	850	76263	1114.6	828.0	771.0	885.0
	"Tarrant County, TX"	"48439"	122800	19637194	625.3	741.1	736.8	745.3
	"Taylor County, TX"	"48441"	13156	1351544	973.4	893.5	878.0	908.9
	"Terrell County, TX"	"48443"	110	8749	1257.3	806.2	640.6	971.9
	"Terry County, TX"	"48445"	1316	126298	1042.0	931.2	880.5	981.9
	"Throckmorton County, TX"	"48447"	218	15714	1387.3	789.1	676.1	902.2
	"Titus County, TX"	"48449"	2804	326582	858.6	851.5	819.7	883.3
	"Tom Green County, TX"	"48451"	10449	1158789	901.7	795.2	779.8	810.7
	"Travis County, TX"	"48453"	52812	11580355	456.0	623.3	617.7	628.8
	"Trinity County, TX"	"48455"	2314	145072	1595.1	1012.8	968.7	1056.8
	"Tyler County, TX"	"48457"	2731	215346	1268.2	907.6	872.3	942.8
	"Upshur County, TX"	"48459"	4601	405234	1135.4	926.9	899.5	954.2
	"Upton County, TX"	"48461"	330	35125	939.5	847.9	755.2	940.5
	"Uvalde County, TX"	"48463"	2474	268984	919.8	767.7	736.8	798.6
	"Val Verde County, TX"	"48465"	3646	489594	744.7	721.1	697.6	744.7
	"Van Zandt County, TX"	"48467"	6444	538866	1195.8	878.0	856.0	900.0
	"Victoria County, TX"	"48469"	8009	905768	884.2	779.4	762.1	796.7
	"Walker County, TX"	"48471"	5127	702841	729.5	782.7	760.9	804.5
	"Waller County, TX"	"48473"	3073	482058	637.5	736.6	709.9	763.2
	"Ward County, TX"	"48475"	1138	113633	1001.5	909.5	856.1	963.0
	"Washington County, TX"	"48477"	3732	346041	1078.5	693.4	670.0	716.7
	"Webb County, TX"	"48479"	13208	2663410	495.9	675.3	663.6	687.0
	"Wharton County, TX"	"48481"	4218	414627	1017.3	820.2	795.0	845.3
	"Wheeler County, TX"	"48483"	665	54774	1214.1	957.3	882.9	1031.7
	"Wichita County, TX"	"48485"	13543	1317996	1027.5	925.1	909.3	940.9
	"Wilbarger County, TX"	"48487"	1595	130573	1221.5	937.3	890.2	984.3
	"Willacy County, TX"	"48489"	1677	218281	768.3	773.8	736.5	811.0
	"Williamson County, TX"	"48491"	25018	5024004	498.0	602.0	594.4	609.7
	"Wilson County, TX"	"48493"	3780	469495	805.1	715.5	692.2	738.7
	"Winkler County, TX"	"48495"	695	76247	911.5	994.2	919.2	1069.1
	"Wise County, TX"	"48497"	5573	633847	879.2	862.1	838.8	885.3
	"Wood County, TX"	"48499"	6178	433873	1423.9	863.9	840.7	887.1
	"Yoakum County, TX"	"48501"	627	83335	752.4	826.9	761.5	892.2
	"Young County, TX"	"48503"	2563	182520	1404.2	968.2	929.3	1007.0
	"Zapata County, TX"	"48505"	910	142713	637.6	724.9	677.4	772.5
	"Zavala County, TX"	"48507"	986	119939	822.1	820.4	768.6	872.2
	"Beaver County, UT"	"49001"	595	65137	913.5	975.4	895.5	1055.2
	"Box Elder County, UT"	"49003"	3725	523059	712.2	766.2	741.4	791.0
	"Cache County, UT"	"49005"	5357	1201458	445.9	624.4	607.4	641.3
	"Carbon County, UT"	"49007"	2221	207520	1070.3	936.8	896.9	976.6
	"Daggett County, UT"	"49009"	97	10712	905.5	642.1	514.3	792.0
	"Davis County, UT"	"49011"	16744	3319040	504.5	674.9	664.5	685.2
	"Duchesne County, UT"	"49013"	1433	198554	721.7	830.8	787.3	874.3
	"Emery County, UT"	"49015"	956	104922	911.2	851.1	796.1	906.1
	"Garfield County, UT"	"49017"	481	50722	948.3	707.7	642.0	773.4
	"Grand County, UT"	"49019"	846	94954	891.0	761.8	709.3	814.2
	"Iron County, UT"	"49021"	3046	490622	620.8	757.0	729.5	784.5
	"Juab County, UT"	"49023"	736	108182	680.3	805.7	746.8	864.5
	"Kane County, UT"	"49025"	754	73744	1022.5	755.4	699.0	811.9
	"Millard County, UT"	"49027"	1017	127381	798.4	665.9	623.9	708.0
	"Morgan County, UT"	"49029"	582	108300	537.4	692.5	635.1	749.9
	"Piute County, UT"	"49031"	172	14898	1154.5	708.9	595.5	822.2
	"Rich County, UT"	"49033"	153	23383	654.3	548.9	459.5	638.3
	"Salt Lake County, UT"	"49035"	63591	10991332	578.6	717.8	712.1	723.5
	"San Juan County, UT"	"49037"	1056	153540	687.8	749.2	703.4	795.0
	"Sanpete County, UT"	"49039"	1920	290214	661.6	717.1	684.6	749.6
	"Sevier County, UT"	"49041"	1984	210908	940.7	842.7	805.2	880.2
	"Summit County, UT"	"49043"	1442	394636	365.4	532.6	502.5	562.7
	"Tooele County, UT"	"49045"	3503	637181	549.8	796.4	769.1	823.6
	"Uintah County, UT"	"49047"	2301	353320	651.3	819.8	785.8	853.9
	"Utah County, UT"	"49049"	23361	5732809	407.5	684.1	675.1	693.1
	"Wasatch County, UT"	"49051"	1286	286497	448.9	668.1	629.7	706.5
	"Washington County, UT"	"49053"	12540	1555103	806.4	596.6	585.7	607.4
	"Wayne County, UT"	"49055"	254	27236	932.6	747.2	652.0	842.3
	"Weber County, UT"	"49057"	17022	2440836	697.4	780.7	768.8	792.5
	"Addison County, VT"	"50001"	3147	368628	853.7	668.5	644.5	692.5
	"Bennington County, VT"	"50003"	4485	363099	1235.2	770.3	746.5	794.0
	"Caledonia County, VT"	"50005"	3105	307224	1010.7	749.0	721.9	776.2
	"Chittenden County, VT"	"50007"	10856	1606217	675.9	618.9	607.0	630.8
	"Essex County, VT"	"50009"	682	62141	1097.5	717.8	660.3	775.3
	"Franklin County, VT"	"50011"	4145	486571	851.9	782.0	757.8	806.3
	"Grand Isle County, VT"	"50013"	588	69968	840.4	752.3	687.7	816.9
	"Lamoille County, VT"	"50015"	1980	250850	789.3	673.2	643.1	703.2
	"Orange County, VT"	"50017"	2618	289323	904.9	706.9	679.0	734.8
	"Orleans County, VT"	"50019"	3140	270512	1160.8	780.9	752.5	809.3
	"Rutland County, VT"	"50021"	6871	599504	1146.1	794.2	774.7	813.7
	"Washington County, VT"	"50023"	5359	588897	910.0	690.1	671.1	709.0
	"Windham County, VT"	"50025"	4554	434713	1047.6	736.8	714.5	759.1
	"Windsor County, VT"	"50027"	5854	558309	1048.5	686.4	668.0	704.7
	"Accomack County, VA"	"51001"	4419	329203	1342.3	903.3	875.4	931.1
	"Albemarle County, VA"	"51003"	7980	1047594	761.7	563.7	551.0	576.4
	"Alleghany County, VA"	"51005"	2179	156800	1389.7	870.8	832.3	909.3
	"Amelia County, VA"	"51007"	1446	128848	1122.3	859.7	814.2	905.3
	"Amherst County, VA"	"51009"	3464	319535	1084.1	781.7	755.0	808.4
	"Appomattox County, VA"	"51011"	1751	153998	1137.0	845.7	805.0	886.3
	"Arlington County, VA"	"51013"	9183	2265032	405.4	509.3	498.6	520.0
	"Augusta County, VA"	"51015"	6922	744201	930.1	680.6	664.1	697.0
	"Bath County, VA"	"51017"	683	44901	1521.1	889.5	819.1	960.0
	"Bedford County, VA"	"51019"	7344	745322	985.3	751.1	733.3	768.8
	"Bland County, VA"	"51021"	840	65737	1277.8	924.4	859.9	988.8
	"Botetourt County, VA"	"51023"	3327	331798	1002.7	726.2	700.6	751.7
	"Brunswick County, VA"	"51025"	2019	166919	1209.6	877.9	838.5	917.2
	"Buchanan County, VA"	"51027"	3065	226934	1350.6	1031.0	992.9	1069.0
	"Buckingham County, VA"	"51029"	1588	170853	929.5	751.7	714.0	789.5
	"Campbell County, VA"	"51031"	5416	550063	984.6	746.9	726.6	767.2
	"Caroline County, VA"	"51033"	2660	297387	894.5	799.3	768.4	830.2
	"Carroll County, VA"	"51035"	3653	297768	1226.8	812.9	785.5	840.3
	"Charles City County, VA"	"51036"	800	70826	1129.5	811.7	751.5	871.8
	"Charlotte County, VA"	"51037"	1570	122292	1283.8	880.9	835.7	926.2
	"Chesterfield County, VA"	"51041"	23116	3340266	692.0	717.2	707.7	726.7
	"Clarke County, VA"	"51043"	1510	143773	1050.3	765.1	725.4	804.8
	"Craig County, VA"	"51045"	529	51572	1025.8	710.3	647.3	773.3
	"Culpeper County, VA"	"51047"	4067	495009	821.6	786.4	761.9	811.0
	"Cumberland County, VA"	"51049"	939	98461	953.7	720.2	672.6	767.8
	"Dickenson County, VA"	"51051"	2138	151834	1408.1	1064.6	1018.1	1111.1
	"Dinwiddie County, VA"	"51053"	2609	280953	928.6	801.8	770.1	833.4
	"Essex County, VA"	"51057"	1311	111074	1180.3	826.0	779.5	872.5
	"Fairfax County, VA"	"51059"	49542	11297128	438.5	474.1	469.8	478.3
	"Fauquier County, VA"	"51061"	5377	682484	787.9	715.7	696.2	735.2
	"Floyd County, VA"	"51063"	1588	155834	1019.0	716.2	679.8	752.6
	"Fluvanna County, VA"	"51065"	2129	262799	810.1	641.1	613.3	668.9
	"Franklin County, VA"	"51067"	5856	562697	1040.7	761.3	741.0	781.7
	"Frederick County, VA"	"51069"	6690	833756	802.4	704.7	687.6	721.8
	"Giles County, VA"	"51071"	2265	169044	1339.9	936.5	896.8	976.2
	"Gloucester County, VA"	"51073"	3795	370966	1023.0	814.2	787.6	840.7
	"Goochland County, VA"	"51075"	1911	223112	856.5	646.2	616.0	676.3
	"Grayson County, VA"	"51077"	2093	154263	1356.8	834.1	796.6	871.5
	"Greene County, VA"	"51079"	1523	191412	795.7	729.6	692.2	767.0
	"Greensville County, VA"	"51081"	1388	118006	1176.2	1089.2	1030.6	1147.9
	"Halifax County, VA"	"51083"	4714	351458	1341.3	874.6	848.3	900.8
	"Hanover County, VA"	"51085"	8855	1032668	857.5	718.3	703.1	733.5
	"Henrico County, VA"	"51087"	26678	3212480	830.4	721.8	713.0	730.6
	"Henry County, VA"	"51089"	6973	521622	1336.8	882.0	860.3	903.7
	"Highland County, VA"	"51091"	284	22338	1271.4	684.7	595.5	773.8
	"Isle of Wight County, VA"	"51093"	3475	361212	962.0	760.5	734.6	786.4
	"James City County, VA"	"51095"	6998	723270	967.6	590.6	576.1	605.0
	"King and Queen County, VA"	"51097"	835	70680	1181.4	779.2	724.2	834.2
	"King George County, VA"	"51099"	1706	253789	672.2	742.6	706.4	778.7
	"King William County, VA"	"51101"	1473	163578	900.5	847.7	803.5	891.9
	"Lancaster County, VA"	"51103"	2061	110212	1870.0	800.4	757.6	843.1
	"Lee County, VA"	"51105"	3022	245986	1228.5	945.2	910.6	979.8
	"Loudoun County, VA"	"51107"	12537	3667385	341.9	502.8	493.7	511.9
	"Louisa County, VA"	"51109"	3187	348338	914.9	758.1	730.8	785.3
	"Lunenburg County, VA"	"51111"	1487	124458	1194.8	864.4	819.1	909.7
	"Madison County, VA"	"51113"	1469	132079	1112.2	775.4	734.1	816.7
	"Mathews County, VA"	"51115"	1211	88616	1366.6	737.1	691.2	783.0
	"Mecklenburg County, VA"	"51117"	4503	313612	1435.9	904.6	876.6	932.6
	"Middlesex County, VA"	"51119"	1588	107507	1477.1	780.3	738.4	822.2
	"Montgomery County, VA"	"51121"	6128	969713	631.9	717.4	699.2	735.6
	"Nelson County, VA"	"51125"	1840	148946	1235.3	812.7	773.2	852.1
	"New Kent County, VA"	"51127"	1585	204651	774.5	768.0	728.0	808.0
	"Northampton County, VA"	"51131"	1850	120823	1531.2	891.9	847.9	935.9
	"Northumberland County, VA"	"51133"	1771	122559	1445.0	696.3	659.0	733.5
	"Nottoway County, VA"	"51135"	2029	156229	1298.7	955.8	913.4	998.1
	"Orange County, VA"	"51137"	3782	352066	1074.2	789.6	763.8	815.4
	"Page County, VA"	"51139"	2929	238510	1228.0	879.5	846.9	912.2
	"Patrick County, VA"	"51141"	2575	180877	1423.6	894.4	857.7	931.0
	"Pittsylvania County, VA"	"51143"	7090	620408	1142.8	811.9	792.3	831.5
	"Powhatan County, VA"	"51145"	2036	284903	714.6	678.4	647.7	709.1
	"Prince Edward County, VA"	"51147"	2308	230374	1001.8	836.8	801.2	872.3
	"Prince George County, VA"	"51149"	2334	373758	624.5	659.3	632.0	686.7
	"Prince William County, VA"	"51153"	17806	4444271	400.7	593.6	584.4	602.9
	"Pulaski County, VA"	"51155"	4465	343856	1298.5	921.5	893.6	949.4
	"Rappahannock County, VA"	"51157"	694	73821	940.1	604.9	557.2	652.5
	"Richmond County, VA"	"51159"	1160	90070	1287.9	843.9	793.3	894.5
	"Roanoke County, VA"	"51161"	9919	935755	1060.0	722.5	707.9	737.1
	"Rockbridge County, VA"	"51163"	2513	224440	1119.7	665.8	638.3	693.4
	"Rockingham County, VA"	"51165"	7059	787962	895.9	653.9	638.3	669.4
	"Russell County, VA"	"51167"	3588	278021	1290.5	962.5	930.0	995.0
	"Scott County, VA"	"51169"	3240	223129	1452.1	951.6	917.6	985.6
	"Shenandoah County, VA"	"51171"	4727	429273	1101.2	742.6	720.9	764.3
	"Smyth County, VA"	"51173"	4413	312926	1410.2	969.1	939.7	998.5
	"Southampton County, VA"	"51175"	1824	180707	1009.4	753.7	718.1	789.4
	"Spotsylvania County, VA"	"51177"	8583	1294915	662.8	694.7	679.7	709.7
	"Stafford County, VA"	"51179"	7005	1408081	497.5	692.8	675.8	709.8
	"Surry County, VA"	"51181"	765	67077	1140.5	825.9	764.8	887.1
	"Sussex County, VA"	"51183"	1379	116711	1181.6	961.2	909.7	1012.7
	"Tazewell County, VA"	"51185"	6213	429210	1447.5	1040.1	1013.4	1066.8
	"Warren County, VA"	"51187"	3692	389048	949.0	870.2	841.6	898.8
	"Washington County, VA"	"51191"	6342	545863	1161.8	835.3	814.1	856.5
	"Westmoreland County, VA"	"51193"	2241	176508	1269.6	829.0	792.7	865.2
	"Wise County, VA"	"51195"	5148	397386	1295.5	1106.8	1076.0	1137.6
	"Wythe County, VA"	"51197"	3801	290610	1307.9	923.1	893.0	953.2
	"York County, VA"	"51199"	4192	670033	625.6	586.3	568.4	604.3
	"Alexandria city, VA"	"51510"	7236	1519342	476.3	551.3	538.1	564.5
